# format org.openvanilla.mcbopomofo.sorted
工-ㄍㄨㄥ-讀-ㄉㄨˊ -5.1184
工-ㄍㄨㄥ-讀-ㄉㄨˊ-生-ㄕㄥ -4.9141
工-ㄍㄨㄥ-資-ㄗ -4.5360
工-ㄍㄨㄥ-運-ㄩㄣˋ -5.1984
工-ㄍㄨㄥ-部-ㄅㄨˋ -5.2739
左-ㄗㄨㄛˇ-上-ㄕㄤˋ -5.7913
左-ㄗㄨㄛˇ-上-ㄕㄤˋ-方-ㄈㄤ -6.1381
左-ㄗㄨㄛˇ-上-ㄕㄤˋ-角-ㄐㄧㄠˇ -5.6987
左-ㄗㄨㄛˇ-下-ㄒㄧㄚˋ -5.7565
左-ㄗㄨㄛˇ-下-ㄒㄧㄚˋ-角-ㄐㄧㄠˇ -5.5640
左-ㄗㄨㄛˇ-側-ㄘㄜˋ -5.4233
左-ㄗㄨㄛˇ-傳-ㄓㄨㄢˋ -5.3722
左-ㄗㄨㄛˇ-傾-ㄑㄧㄥ -5.9162
左-ㄗㄨㄛˇ-列-ㄌㄧㄝˋ -6.0923
左-ㄗㄨㄛˇ-前-ㄑㄧㄢˊ-方-ㄈㄤ -6.4391
左-ㄗㄨㄛˇ-右-ㄧㄡˋ -3.9885
左-ㄗㄨㄛˇ-右-ㄧㄡˋ-手-ㄕㄡˇ -5.5940
左-ㄗㄨㄛˇ-右-ㄧㄡˋ-搖-ㄧㄠˊ-擺-ㄅㄞˇ -6.0077
左-ㄗㄨㄛˇ-右-ㄧㄡˋ-為-ㄨㄟˊ-難-ㄋㄢˊ -5.0783
左-ㄗㄨㄛˇ-右-ㄧㄡˋ-腳-ㄐㄧㄠˇ -5.6262
左-ㄗㄨㄛˇ-右-ㄧㄡˋ-逢-ㄈㄥˊ-源-ㄩㄢˊ -5.7067
左-ㄗㄨㄛˇ-右-ㄧㄡˋ-開-ㄎㄞ-弓-ㄍㄨㄥ -5.8317
左-ㄗㄨㄛˇ-外-ㄨㄞˋ-野-ㄧㄝˇ -5.6987
左-ㄗㄨㄛˇ-外-ㄨㄞˋ-野-ㄧㄝˇ-手-ㄕㄡˇ -6.3088
左-ㄗㄨㄛˇ-宗-ㄗㄨㄥ-棠-ㄊㄤˊ -5.8370
左-ㄗㄨㄛˇ-宗-ㄗㄨㄥ-棠-ㄊㄤˊ-雞-ㄐㄧ -5.5306
左-ㄗㄨㄛˇ-岸-ㄢˋ -5.7565
左-ㄗㄨㄛˇ-思-ㄙ-右-ㄧㄡˋ-想-ㄒㄧㄤˇ -5.6098
左-ㄗㄨㄛˇ-想-ㄒㄧㄤˇ-右-ㄧㄡˋ-想-ㄒㄧㄤˇ -5.6098
左-ㄗㄨㄛˇ-手-ㄕㄡˇ -4.9260
左-ㄗㄨㄛˇ-手-ㄕㄡˇ-邊-ㄅㄧㄢ -5.9620
左-ㄗㄨㄛˇ-投-ㄊㄡˊ -5.8098
左-ㄗㄨㄛˇ-撇-ㄆㄧㄝˇ-子-ㄗ˙ -5.4614
左-ㄗㄨㄛˇ-擁-ㄩㄥ-右-ㄧㄡˋ-抱-ㄅㄠˋ -5.8317
左-ㄗㄨㄛˇ-擁-ㄩㄥˇ-右-ㄧㄡˋ-抱-ㄅㄠˋ -5.8317
左-ㄗㄨㄛˇ-支-ㄓ-右-ㄧㄡˋ-絀-ㄔㄨˋ -6.0077
左-ㄗㄨㄛˇ-方-ㄈㄤ -6.1715
左-ㄗㄨㄛˇ-旋-ㄒㄩㄢˊ-右-ㄧㄡˋ-抽-ㄔㄡ -6.3088
左-ㄗㄨㄛˇ-楠-ㄋㄢˊ-路-ㄌㄨˋ -6.4391
左-ㄗㄨㄛˇ-氏-ㄕˋ-傳-ㄓㄨㄢˋ -5.8950
左-ㄗㄨㄛˇ-氏-ㄕˋ-春-ㄔㄨㄣ-秋-ㄑㄧㄡ -6.3088
左-ㄗㄨㄛˇ-派-ㄆㄞˋ -5.0576
左-ㄗㄨㄛˇ-派-ㄆㄞˋ-份-ㄈㄣˋ-子-ㄗˇ -6.3088
左-ㄗㄨㄛˇ-營-ㄧㄥˊ -5.1223
左-ㄗㄨㄛˇ-營-ㄧㄥˊ-區-ㄑㄩ -5.8370
左-ㄗㄨㄛˇ-營-ㄧㄥˊ-國-ㄍㄨㄛˊ-中-ㄓㄨㄥ -6.3088
左-ㄗㄨㄛˇ-營-ㄧㄥˊ-軍-ㄐㄩㄣ-港-ㄍㄤˇ -6.0077
左-ㄗㄨㄛˇ-看-ㄎㄢˋ-右-ㄧㄡˋ-看-ㄎㄢˋ -5.8317
左-ㄗㄨㄛˇ-等-ㄉㄥˇ-右-ㄧㄡˋ-等-ㄉㄥˇ -5.8317
左-ㄗㄨㄛˇ-翼-ㄧˋ -5.5804
左-ㄗㄨㄛˇ-肩-ㄐㄧㄢ -6.3933
左-ㄗㄨㄛˇ-胸-ㄒㄩㄥ -6.3264
左-ㄗㄨㄛˇ-腳-ㄐㄧㄠˇ -5.4472
左-ㄗㄨㄛˇ-訓-ㄒㄩㄣˋ-中-ㄓㄨㄥ-心-ㄒㄧㄣ -5.5306
左-ㄗㄨㄛˇ-跑-ㄆㄠˇ-右-ㄧㄡˋ-跑-ㄆㄠˇ -6.3088
左-ㄗㄨㄛˇ-輪-ㄌㄨㄣˊ -6.0576
左-ㄗㄨㄛˇ-輪-ㄌㄨㄣˊ-手-ㄕㄡˇ-槍-ㄑㄧㄤ -5.3545
左-ㄗㄨㄛˇ-轉-ㄓㄨㄢˇ -5.6944
左-ㄗㄨㄛˇ-邊-ㄅㄧㄢ -4.9436
左-ㄗㄨㄛˇ-邊-ㄅㄧㄢ-的-ㄉㄜ˙ -5.3422
左-ㄗㄨㄛˇ-鄰-ㄌㄧㄣˊ-右-ㄧㄡˋ-舍-ㄕㄜˋ -4.9286
左-ㄗㄨㄛˇ-鍵-ㄐㄧㄢˋ -6.3264
左-ㄗㄨㄛˇ-鎮-ㄓㄣˋ -6.0576
左-ㄗㄨㄛˇ-鎮-ㄓㄣˋ-鄉-ㄒㄧㄤ -5.8950
左-ㄗㄨㄛˇ-顧-ㄍㄨˋ-右-ㄧㄡˋ-盼-ㄆㄢˋ -5.8317
巧-ㄑㄧㄠˇ-侔-ㄇㄡˊ-造-ㄗㄠˋ-化-ㄏㄨㄚˋ -6.6098
巧-ㄑㄧㄠˇ-偷-ㄊㄡ-豪-ㄏㄠˊ-奪-ㄉㄨㄛˊ -6.6098
巧-ㄑㄧㄠˇ-克-ㄎㄜˋ-力-ㄌㄧˋ -4.4435
巧-ㄑㄧㄠˇ-克-ㄎㄜˋ-力-ㄌㄧˋ-味-ㄨㄟˋ -5.8317
巧-ㄑㄧㄠˇ-克-ㄎㄜˋ-力-ㄌㄧˋ-片-ㄆㄧㄢˋ -6.6098
巧-ㄑㄧㄠˇ-克-ㄎㄜˋ-力-ㄌㄧˋ-牛-ㄋㄧㄡˊ-奶-ㄋㄞˇ -5.8774
巧-ㄑㄧㄠˇ-克-ㄎㄜˋ-力-ㄌㄧˋ-球-ㄑㄧㄡˊ -6.3088
巧-ㄑㄧㄠˇ-克-ㄎㄜˋ-力-ㄌㄧˋ-磚-ㄓㄨㄢ -5.7067
巧-ㄑㄧㄠˇ-克-ㄎㄜˋ-力-ㄌㄧˋ-糖-ㄊㄤˊ -6.6098
巧-ㄑㄧㄠˇ-取-ㄑㄩˇ-強-ㄑㄧㄤˊ-奪-ㄉㄨㄛˊ -6.6098
巧-ㄑㄧㄠˇ-取-ㄑㄩˇ-豪-ㄏㄠˊ-奪-ㄉㄨㄛˊ -6.0077
巧-ㄑㄧㄠˇ-合-ㄏㄜˊ -5.3520
巧-ㄑㄧㄠˇ-固-ㄍㄨˋ-球-ㄑㄧㄡˊ -6.4391
巧-ㄑㄧㄠˇ-奪-ㄉㄨㄛˊ-天-ㄊㄧㄢ-工-ㄍㄨㄥ -6.0077
巧-ㄑㄧㄠˇ-奪-ㄉㄨㄛˊ-造-ㄗㄠˋ-化-ㄏㄨㄚˋ -6.6098
巧-ㄑㄧㄠˇ-妙-ㄇㄧㄠˋ -5.1892
巧-ㄑㄧㄠˇ-妙-ㄇㄧㄠˋ-地-ㄉㄜ˙ -7.0412
巧-ㄑㄧㄠˇ-婦-ㄈㄨˋ -6.2684
巧-ㄑㄧㄠˇ-婦-ㄈㄨˋ-難-ㄋㄢˊ-為-ㄨㄟˊ -5.8317
巧-ㄑㄧㄠˇ-婦-ㄈㄨˋ-難-ㄋㄢˊ-為-ㄨㄟˊ-無-ㄨˊ-米-ㄇㄧˇ-之-ㄓ-炊-ㄔㄨㄟ -4.8843
巧-ㄑㄧㄠˇ-媚-ㄇㄟˋ -7.4725
巧-ㄑㄧㄠˇ-幹-ㄍㄢˋ -7.4725
巧-ㄑㄧㄠˇ-得-ㄉㄜ˙-很-ㄏㄣˇ -6.7401
巧-ㄑㄧㄠˇ-思-ㄙ -5.4725
巧-ㄑㄧㄠˇ-手-ㄕㄡˇ -5.7565
巧-ㄑㄧㄠˇ-猾-ㄏㄨㄚˊ -7.4725
巧-ㄑㄧㄠˇ-立-ㄌㄧˋ-名-ㄇㄧㄥˊ-目-ㄇㄨˋ -6.3088
巧-ㄑㄧㄠˇ-笑-ㄒㄧㄠˋ-倩-ㄑㄧㄢˋ-兮-ㄒㄧ -5.6098
巧-ㄑㄧㄠˇ-絕-ㄐㄩㄝˊ-天-ㄊㄧㄢ-工-ㄍㄨㄥ -6.6098
巧-ㄑㄧㄠˇ-舌-ㄕㄜˊ-花-ㄏㄨㄚ-脣-ㄔㄨㄣˊ -6.6098
巧-ㄑㄧㄠˇ-藝-ㄧˋ -7.1715
巧-ㄑㄧㄠˇ-言-ㄧㄢˊ -6.0254
巧-ㄑㄧㄠˇ-言-ㄧㄢˊ-令-ㄌㄧㄥˋ-色-ㄙㄜˋ -5.8317
巧-ㄑㄧㄠˇ-言-ㄧㄢˊ-善-ㄕㄢˋ-色-ㄙㄜˋ -6.6098
巧-ㄑㄧㄠˇ-言-ㄧㄢˊ-如-ㄖㄨˊ-簧-ㄏㄨㄤˊ -6.3088
巧-ㄑㄧㄠˇ-言-ㄧㄢˊ-花-ㄏㄨㄚ-語-ㄩˇ -6.6098
巧-ㄑㄧㄠˇ-計-ㄐㄧˋ -7.1715
巧-ㄑㄧㄠˇ-詐-ㄓㄚˋ -7.1715
巧-ㄑㄧㄠˇ-語-ㄩˇ-花-ㄏㄨㄚ-言-ㄧㄢˊ -6.6098
巧-ㄑㄧㄠˇ-譎-ㄐㄩㄝˊ -7.4725
巧-ㄑㄧㄠˇ-辭-ㄘˊ -7.4725
巧-ㄑㄧㄠˇ-辯-ㄅㄧㄢˋ -7.4725
巧-ㄑㄧㄠˇ-逾-ㄩˊ-造-ㄗㄠˋ-化-ㄏㄨㄚˋ -6.6098
巧-ㄑㄧㄠˇ-遇-ㄩˋ -5.7736
巨-ㄐㄩˋ-乳-ㄖㄨˇ -6.2173
巨-ㄐㄩˋ-人-ㄖㄣˊ -4.7322
巨-ㄐㄩˋ-人-ㄖㄣˊ-隊-ㄉㄨㄟˋ -4.8263
巨-ㄐㄩˋ-債-ㄓㄞˋ -7.4725
巨-ㄐㄩˋ-像-ㄒㄧㄤˋ -6.8705
巨-ㄐㄩˋ-匠-ㄐㄧㄤˋ -6.2684
巨-ㄐㄩˋ-嘴-ㄗㄨㄟˇ-鳥-ㄋㄧㄠˇ -6.7401
巨-ㄐㄩˋ-噬-ㄕˋ-細-ㄒㄧˋ-胞-ㄅㄠ -5.8317
巨-ㄐㄩˋ-噬-ㄕˋ-細-ㄒㄧˋ-胞-ㄅㄠ-病-ㄅㄧㄥˋ-毒-ㄉㄨˊ -5.7471
巨-ㄐㄩˋ-型-ㄒㄧㄥˊ -5.5587
巨-ㄐㄩˋ-城-ㄔㄥˊ -7.4725
巨-ㄐㄩˋ-大-ㄉㄚˋ -4.5340
巨-ㄐㄩˋ-大-ㄉㄚˋ-的-ㄉㄜ˙ -4.7027
巨-ㄐㄩˋ-奸-ㄐㄧㄢ -7.4725
巨-ㄐㄩˋ-子-ㄗˇ -7.1715
巨-ㄐㄩˋ-富-ㄈㄨˋ -6.6944
巨-ㄐㄩˋ-峰-ㄈㄥ-葡-ㄆㄨˊ-萄-ㄊㄠˊ -5.2296
巨-ㄐㄩˋ-幅-ㄈㄨˊ -5.6152
巨-ㄐㄩˋ-廈-ㄒㄧㄚˋ -6.6944
巨-ㄐㄩˋ-廈-ㄕㄚˋ -6.6944
巨-ㄐㄩˋ-擘-ㄅㄛˋ -5.8705
巨-ㄐㄩˋ-星-ㄒㄧㄥ -5.3023
巨-ㄐㄩˋ-棒-ㄅㄤˋ-外-ㄨㄞˋ-交-ㄐㄧㄠ -6.6098
巨-ㄐㄩˋ-構-ㄍㄡˋ -7.1715
巨-ㄐㄩˋ-樹-ㄕㄨˋ -6.8705
巨-ㄐㄩˋ-款-ㄎㄨㄢˇ -6.5694
巨-ㄐㄩˋ-流-ㄌㄧㄡˊ -6.3933
巨-ㄐㄩˋ-浪-ㄌㄤˋ -5.9411
巨-ㄐㄩˋ-浪-ㄌㄤˋ-滔-ㄊㄠ-天-ㄊㄧㄢ -6.6098
巨-ㄐㄩˋ-無-ㄨˊ-霸-ㄅㄚˋ -5.5940
巨-ㄐㄩˋ-照-ㄓㄠˋ -7.4725
巨-ㄐㄩˋ-物-ㄨˋ -6.5694
巨-ㄐㄩˋ-猾-ㄏㄨㄚˊ-老-ㄌㄠˇ-奸-ㄐㄧㄢ -6.6098
巨-ㄐㄩˋ-獸-ㄕㄡˋ -6.5694
巨-ㄐㄩˋ-石-ㄕˊ -5.5483
巨-ㄐㄩˋ-細-ㄒㄧˋ -6.6944
巨-ㄐㄩˋ-細-ㄒㄧˋ-靡-ㄇㄧˊ-遺-ㄧˊ -6.3088
巨-ㄐㄩˋ-著-ㄓㄨˋ -6.0923
巨-ㄐㄩˋ-蛇-ㄕㄜˊ-座-ㄗㄨㄛˋ -7.0412
巨-ㄐㄩˋ-蛋-ㄉㄢˋ -5.1938
巨-ㄐㄩˋ-蟒-ㄇㄤˇ -7.1715
巨-ㄐㄩˋ-蟹-ㄒㄧㄝˋ -5.8098
巨-ㄐㄩˋ-蟹-ㄒㄧㄝˋ-座-ㄗㄨㄛˋ -5.4179
巨-ㄐㄩˋ-視-ㄕˋ -7.4725
巨-ㄐㄩˋ-觀-ㄍㄨㄢ -6.5694
巨-ㄐㄩˋ-變-ㄅㄧㄢˋ -5.8927
巨-ㄐㄩˋ-資-ㄗ -6.1715
巨-ㄐㄩˋ-賈-ㄍㄨˇ -6.1301
巨-ㄐㄩˋ-量-ㄌㄧㄤˋ -5.9674
巨-ㄐㄩˋ-集-ㄐㄧˊ -5.6663
巨-ㄐㄩˋ-靈-ㄌㄧㄥˊ -6.4725
巨-ㄐㄩˋ-響-ㄒㄧㄤˇ -6.1301
巨-ㄐㄩˋ-頭-ㄊㄡˊ -5.8291
巨-ㄐㄩˋ-額-ㄜˊ -5.3653
巨-ㄐㄩˋ-鳥-ㄋㄧㄠˇ -7.1715
巫-ㄨ-仙-ㄒㄧㄢ -7.4725
巫-ㄨ-婆-ㄆㄛˊ -5.2577
巫-ㄨ-嫗-ㄩˋ -7.4725
巫-ㄨ-山-ㄕㄢ -5.9162
巫-ㄨ-峽-ㄒㄧㄚˊ -6.5694
巫-ㄨ-師-ㄕ -5.6400
巫-ㄨ-蠱-ㄍㄨˇ -7.4725
巫-ㄨ-術-ㄕㄨˋ -5.8291
巫-ㄨ-醫-ㄧ -6.5694
巫-ㄨˊ-仙-ㄒㄧㄢ -7.4725
巫-ㄨˊ-婆-ㄆㄛˊ -5.2577
巫-ㄨˊ-嫗-ㄩˋ -7.4725
巫-ㄨˊ-山-ㄕㄢ -5.9162
巫-ㄨˊ-峽-ㄒㄧㄚˊ -6.5694
巫-ㄨˊ-師-ㄕ -5.6400
巫-ㄨˊ-毒-ㄉㄨˊ-教-ㄐㄧㄠˋ -5.6262
巫-ㄨˊ-蠱-ㄍㄨˇ -7.4725
巫-ㄨˊ-術-ㄕㄨˋ -5.8291
巫-ㄨˊ-醫-ㄧ -6.5694
差-ㄔㄚ-一-ㄧˋ-點-ㄉㄧㄢˇ -5.0412
差-ㄔㄚ-下-ㄒㄧㄚˋ -6.8705
差-ㄔㄚ-不-ㄅㄨˋ-多-ㄉㄨㄛ -3.8932
差-ㄔㄚ-不-ㄅㄨˋ-多-ㄉㄨㄛ-的-ㄉㄜ˙ -4.8938
差-ㄔㄚ-不-ㄅㄨˋ-遠-ㄩㄢˇ -6.2630
差-ㄔㄚ-之-ㄓ-千-ㄑㄧㄢ-里-ㄌㄧˇ -6.6098
差-ㄔㄚ-之-ㄓ-毫-ㄏㄠˊ-厘-ㄌㄧˊ -6.6098
差-ㄔㄚ-之-ㄓ-毫-ㄏㄠˊ-釐-ㄌㄧˊ -6.6098
差-ㄔㄚ-些-ㄒㄧㄝ -6.3264
差-ㄔㄚ-以-ㄧˇ-千-ㄑㄧㄢ-里-ㄌㄧˇ -6.3088
差-ㄔㄚ-價-ㄐㄧㄚˋ -5.7913
差-ㄔㄚ-分-ㄈㄣ-器-ㄑㄧˋ -7.0412
差-ㄔㄚ-別-ㄅㄧㄝˊ -4.4903
差-ㄔㄚ-別-ㄅㄧㄝˊ-待-ㄉㄞˋ-遇-ㄩˋ -5.1047
差-ㄔㄚ-別-ㄅㄧㄝˊ-費-ㄈㄟˋ-率-ㄌㄩˋ -6.0077
差-ㄔㄚ-勁-ㄐㄧㄣˋ -5.8493
差-ㄔㄚ-勁-ㄐㄧㄥˋ -5.8493
差-ㄔㄚ-動-ㄉㄨㄥˋ -7.4725
差-ㄔㄚ-動-ㄉㄨㄥˋ-滑-ㄍㄨˇ-輪-ㄌㄨㄣˊ -6.6098
差-ㄔㄚ-可-ㄎㄜˇ -6.5694
差-ㄔㄚ-多-ㄉㄨㄛ-少-ㄕㄠˇ -6.2630
差-ㄔㄚ-度-ㄉㄨˋ -7.1715
差-ㄔㄚ-強-ㄑㄧㄤˊ-人-ㄖㄣˊ-意-ㄧˋ -5.1047
差-ㄔㄚ-強-ㄑㄧㄤˊ-意-ㄧˋ -7.0412
差-ㄔㄚ-很-ㄏㄣˇ-多-ㄉㄨㄛ -4.9206
差-ㄔㄚ-得-ㄉㄜ˙ -6.1301
差-ㄔㄚ-得-ㄉㄜ˙-多-ㄉㄨㄛ -6.1381
差-ㄔㄚ-得-ㄉㄜ˙-遠-ㄩㄢˇ -6.2630
差-ㄔㄚ-數-ㄕㄨˋ -7.1715
差-ㄔㄚ-池-ㄔˊ -6.5694
差-ㄔㄚ-異-ㄧˋ -4.1689
差-ㄔㄚ-異-ㄧˋ-性-ㄒㄧㄥˋ -5.0774
差-ㄔㄚ-的-ㄉㄜ˙ -5.1146
差-ㄔㄚ-等-ㄉㄥˇ -6.4725
差-ㄔㄚ-號-ㄏㄠˋ -7.4725
差-ㄔㄚ-距-ㄐㄩˋ -4.5202
差-ㄔㄚ-路-ㄌㄨˋ -7.1715
差-ㄔㄚ-速-ㄙㄨˋ-器-ㄑㄧˋ -7.0412
差-ㄔㄚ-錯-ㄘㄨㄛˋ -5.6944
差-ㄔㄚ-額-ㄜˊ -5.5483
差-ㄔㄚ-點-ㄉㄧㄢˇ -4.8640
差-ㄔㄚ-點-ㄉㄧㄢˇ-兒-ㄦ -5.8950
差-ㄔㄚ-點-ㄉㄧㄢˇ-兒-ㄦˊ -5.8950
差-ㄔㄚˋ-不-ㄅㄨˋ-多-ㄉㄨㄛ -3.8932
差-ㄔㄚˋ-別-ㄅㄧㄝˊ -4.4903
差-ㄔㄚˋ-勁-ㄐㄧㄣˋ -5.8493
差-ㄔㄚˋ-勁-ㄐㄧㄥˋ -5.8493
差-ㄔㄞ-事-ㄕˋ -5.5694
差-ㄔㄞ-人-ㄖㄣˊ -6.6944
差-ㄔㄞ-任-ㄖㄣˋ -7.1715
差-ㄔㄞ-使-ㄕˇ -6.3933
差-ㄔㄞ-假-ㄐㄧㄚˋ-官-ㄍㄨㄢ -7.0412
差-ㄔㄞ-假-ㄐㄧㄚˋ-室-ㄕˋ -7.0412
差-ㄔㄞ-官-ㄍㄨㄢ -7.4725
差-ㄔㄞ-役-ㄧˋ -6.8705
差-ㄔㄞ-旅-ㄌㄩˇ -6.4725
差-ㄔㄞ-旅-ㄌㄩˇ-費-ㄈㄟˋ -6.0412
差-ㄔㄞ-派-ㄆㄞˋ -7.4725
差-ㄔㄞ-遣-ㄑㄧㄢˇ -6.2684
己-ㄐㄧˇ-二-ㄦˋ-酸-ㄙㄨㄢ -7.0412
己-ㄐㄧˇ-任-ㄖㄣˋ -6.0576
己-ㄐㄧˇ-所-ㄙㄨㄛˇ-不-ㄅㄨˊ-欲-ㄩˋ -5.4637
己-ㄐㄧˇ-方-ㄈㄤ -6.3264
己-ㄐㄧˇ-欲-ㄩˋ-立-ㄌㄧˋ-而-ㄦˊ-立-ㄌㄧˋ-人-ㄖㄣˊ -5.4460
己-ㄐㄧˇ-欲-ㄩˋ-達-ㄉㄚˊ-而-ㄦˊ-達-ㄉㄚˊ-人-ㄖㄣˊ -5.4460
己-ㄐㄧˇ-消-ㄒㄧㄠ-彼-ㄅㄧˇ-長-ㄓㄤˇ -6.3088
己-ㄐㄧˇ-立-ㄌㄧˋ-立-ㄌㄧˋ-人-ㄖㄣˊ -6.6098
己-ㄐㄧˇ-見-ㄐㄧㄢˋ -5.7401
己-ㄐㄧˇ-身-ㄕㄣ -5.4311
己-ㄐㄧˇ-達-ㄉㄚˊ-達-ㄉㄚˊ-人-ㄖㄣˊ -6.6098
己-ㄐㄧˇ-飢-ㄐㄧ-己-ㄐㄧˇ-溺-ㄋㄧˋ -6.6098
已-ㄧˇ-久-ㄐㄧㄡˇ -5.1587
已-ㄧˇ-到-ㄉㄠˋ -5.8927
已-ㄧˇ-因-ㄧㄣ -6.4725
已-ㄧˇ-婚-ㄏㄨㄣ -5.4813
已-ㄧˇ-婚-ㄏㄨㄣ-者-ㄓㄜˇ -6.7401
已-ㄧˇ-定-ㄉㄧㄥˋ -6.6944
已-ㄧˇ-將-ㄐㄧㄤ -5.6663
已-ㄧˇ-對-ㄉㄨㄟˋ -6.0254
已-ㄧˇ-對-ㄉㄨㄟˋ-於-ㄩˊ -7.0412
已-ㄧˇ-就-ㄐㄧㄡˋ -6.5694
已-ㄧˇ-屬-ㄕㄨˇ -6.5694
已-ㄧˇ-往-ㄨㄤˇ -6.0576
已-ㄧˇ-得-ㄉㄜˊ -6.8705
已-ㄧˇ-得-ㄉㄜˊ-到-ㄉㄠˋ -6.4391
已-ㄧˇ-故-ㄍㄨˋ -5.5587
已-ㄧˇ-新-ㄒㄧㄣ-增-ㄗㄥ-為-ㄨㄟˊ -6.3088
已-ㄧˇ-於-ㄩˊ -5.3454
已-ㄧˇ-是-ㄕˋ -5.2077
已-ㄧˇ-晚-ㄨㄢˇ -6.1301
已-ㄧˇ-有-ㄧㄡˇ -4.8391
已-ㄧˇ-極-ㄐㄧˊ -7.1715
已-ㄧˇ-比-ㄅㄧˇ -6.8705
已-ㄧˇ-然-ㄖㄢˊ -5.2739
已-ㄧˇ-知-ㄓ -5.3454
已-ㄧˇ-知-ㄓ-數-ㄕㄨˋ -7.0412
已-ㄧˇ-精-ㄐㄧㄥ-求-ㄑㄧㄡˊ-精-ㄐㄧㄥ -6.6098
已-ㄧˇ-經-ㄐㄧㄥ -3.1184
已-ㄧˇ-經-ㄐㄧㄥ-在-ㄗㄞˋ -4.2718
已-ㄧˇ-經-ㄐㄧㄥ-是-ㄕˋ -4.2350
已-ㄧˇ-經-ㄐㄧㄥ-會-ㄏㄨㄟˋ -5.7859
已-ㄧˇ-經-ㄐㄧㄥ-有-ㄧㄡˇ -3.9266
已-ㄧˇ-經-ㄐㄧㄥ-沈-ㄔㄣˊ-了-ㄌㄜ˙ -6.6098
已-ㄧˇ-而-ㄦˊ -6.2684
已-ㄧˇ-讀-ㄉㄨˊ -6.6944
已-ㄧˇ-讀-ㄉㄨˊ-不-ㄅㄨˋ-回-ㄏㄨㄟˊ -6.6098
已-ㄧˇ-達-ㄉㄚˊ -5.5483
已-ㄧˇ-達-ㄉㄚˊ-到-ㄉㄠˋ -5.9620
已-ㄧˇ-達-ㄉㄚˊ-成-ㄔㄥˊ -6.2630
已-ㄧˇ-還-ㄏㄨㄢˊ -6.8705
已-ㄧˇ-開-ㄎㄞ-發-ㄈㄚ -5.3599
已-ㄧˇ-開-ㄎㄞ-發-ㄈㄚ-國-ㄍㄨㄛˊ-家-ㄐㄧㄚ -4.8774
巴-ㄅㄚ-不-ㄅㄨˋ-得-ㄉㄜˊ -5.5940
巴-ㄅㄚ-不-ㄅㄨˋ-得-ㄉㄜ˙ -5.5940
巴-ㄅㄚ-伐-ㄈㄚ-利-ㄌㄧˋ-亞-ㄧㄚˇ -4.9663
巴-ㄅㄚ-伐-ㄈㄚ-利-ㄌㄧˋ-亞-ㄧㄚˇ-省-ㄕㄥˇ -5.5764
巴-ㄅㄚ-伐-ㄈㄚˊ-利-ㄌㄧˋ-亞-ㄧㄚˇ -4.9663
巴-ㄅㄚ-伐-ㄈㄚˊ-利-ㄌㄧˋ-亞-ㄧㄚˇ-省-ㄕㄥˇ -5.5764
巴-ㄅㄚ-勒-ㄌㄜˋ-斯-ㄙ-坦-ㄊㄢˇ -4.2519
巴-ㄅㄚ-勒-ㄌㄜˋ-斯-ㄙ-坦-ㄊㄢˇ-人-ㄖㄣˊ -4.5157
巴-ㄅㄚ-哈-ㄏㄚ -5.4156
巴-ㄅㄚ-哈-ㄏㄚ-姆-ㄇㄨˇ-特-ㄊㄜˋ -6.3088
巴-ㄅㄚ-哈-ㄏㄚ-馬-ㄇㄚˇ -6.2630
巴-ㄅㄚ-哈-ㄏㄚ-馬-ㄇㄚˇ-群-ㄑㄩㄣˊ-島-ㄉㄠˇ -5.8774
巴-ㄅㄚ-基-ㄐㄧ-斯-ㄙ-坦-ㄊㄢˇ -4.3265
巴-ㄅㄚ-基-ㄐㄧ-斯-ㄙ-坦-ㄊㄢˇ-人-ㄖㄣˊ -5.8774
巴-ㄅㄚ-塞-ㄙㄞˋ-隆-ㄌㄨㄥˊ-納-ㄋㄚˋ -4.3643
巴-ㄅㄚ-塞-ㄙㄞˋ-隆-ㄌㄨㄥˊ-納-ㄋㄚˋ-市-ㄕˋ -4.9232
巴-ㄅㄚ-士-ㄕˋ -4.8597
巴-ㄅㄚ-士-ㄕˋ-海-ㄏㄞˇ-峽-ㄒㄧㄚˊ -5.4057
巴-ㄅㄚ-士-ㄕˋ-站-ㄓㄢˋ -5.9620
巴-ㄅㄚ-尼-ㄋㄧˊ -5.9674
巴-ㄅㄚ-巴-ㄅㄚ -5.4813
巴-ㄅㄚ-布-ㄅㄨˋ-亞-ㄧㄚˇ-新-ㄒㄧㄣ-幾-ㄐㄧˇ-內-ㄋㄟˋ-亞-ㄧㄚˇ -5.3157
巴-ㄅㄚ-布-ㄅㄨˋ-亞-ㄧㄚˇ-新-ㄒㄧㄣ-幾-ㄐㄧˇ-內-ㄋㄟˋ-亞-ㄧㄚˋ -5.3157
巴-ㄅㄚ-布-ㄅㄨˋ-亞-ㄧㄚˇ-紐-ㄋㄧㄡˇ-幾-ㄐㄧˇ-內-ㄋㄟˋ-亞-ㄧㄚˇ -5.3157
巴-ㄅㄚ-布-ㄅㄨˋ-亞-ㄧㄚˇ-紐-ㄋㄧㄡˇ-幾-ㄐㄧˇ-內-ㄋㄟˋ-亞-ㄧㄚˋ -5.3157
巴-ㄅㄚ-拉-ㄌㄚ-圭-ㄍㄨㄟ -5.2930
