# format org.openvanilla.mcbopomofo.sorted
書-ㄕㄨ-桌-ㄓㄨㄛ -5.3202
書-ㄕㄨ-桌-ㄓㄨㄛ-上-ㄕㄤˋ -5.8370
書-ㄕㄨ-櫃-ㄍㄨㄟˋ -5.6663
書-ㄕㄨ-法-ㄈㄚˇ -4.7823
書-ㄕㄨ-法-ㄈㄚˇ-家-ㄐㄧㄚ -5.4614
書-ㄕㄨ-獃-ㄉㄞ-子-ㄗ˙ -6.2630
書-ㄕㄨ-生-ㄕㄥ -5.3653
書-ㄕㄨ-畫-ㄏㄨㄚˋ -5.1381
書-ㄕㄨ-畫-ㄏㄨㄚˋ-家-ㄐㄧㄚ -6.1381
書-ㄕㄨ-目-ㄇㄨˋ -4.9310
書-ㄕㄨ-簡-ㄐㄧㄢˇ -6.0254
書-ㄕㄨ-籍-ㄐㄧˊ -4.4948
書-ㄕㄨ-籍-ㄐㄧˊ-費-ㄈㄟˋ -5.7401
書-ㄕㄨ-籤-ㄑㄧㄢ -5.3023
書-ㄕㄨ-記-ㄐㄧˋ -4.7017
書-ㄕㄨ-記-ㄐㄧˋ-官-ㄍㄨㄢ -5.8950
書-ㄕㄨ-評-ㄆㄧㄥˊ -5.5280
書-ㄕㄨ-院-ㄩㄢˋ -5.2370
書-ㄕㄨ-面-ㄇㄧㄢˋ -4.4778
書-ㄕㄨ-面-ㄇㄧㄢˋ-報-ㄅㄠˋ-告-ㄍㄠˋ -4.0682
書-ㄕㄨ-面-ㄇㄧㄢˋ-資-ㄗ-料-ㄌㄧㄠˋ -5.0535
書-ㄕㄨ-頁-ㄧㄝˋ -6.0254
書-ㄕㄨ-香-ㄒㄧㄤ -5.4903
書-ㄕㄨ-齋-ㄓㄞ -6.2173
曹-ㄘㄠˊ-丕-ㄆㄧ -6.4725
曹-ㄘㄠˊ-參-ㄘㄢ -7.4725
曹-ㄘㄠˊ-操-ㄘㄠ -5.3862
曹-ㄘㄠˊ-操-ㄘㄠ-就-ㄐㄧㄡˋ-到-ㄉㄠˋ -6.6098
曹-ㄘㄠˊ-操-ㄘㄠ-與-ㄩˇ-楊-ㄧㄤˊ-修-ㄒㄧㄡ -5.2753
曹-ㄘㄠˊ-族-ㄗㄨˊ -6.8705
曹-ㄘㄠˊ-植-ㄓˊ -6.4725
曹-ㄘㄠˊ-汝-ㄖㄨˇ-霖-ㄌㄧㄣˊ -7.0412
曹-ㄘㄠˊ-興-ㄒㄧㄥ-誠-ㄔㄥˊ -7.0412
曹-ㄘㄠˊ-錕-ㄎㄨㄣ -7.4725
曹-ㄘㄠˊ-錦-ㄐㄧㄣˇ-輝-ㄏㄨㄟ -5.5097
曹-ㄘㄠˊ-雪-ㄒㄩㄝˇ-芹-ㄑㄧㄣˊ -5.8950
曹-ㄘㄠˊ-魏-ㄨㄟˋ -6.4725
曼-ㄇㄢˋ-哈-ㄏㄚ-坦-ㄊㄢˇ-計-ㄐㄧˋ-畫-ㄏㄨㄚˋ -5.8774
曼-ㄇㄢˋ-哈-ㄏㄚ-頓-ㄉㄨㄣˋ -5.2087
曼-ㄇㄢˋ-哈-ㄏㄚ-頓-ㄉㄨㄣˋ-中-ㄓㄨㄥ-城-ㄔㄥˊ -5.8774
曼-ㄇㄢˋ-哈-ㄏㄚ-頓-ㄉㄨㄣˋ-島-ㄉㄠˇ -6.6098
曼-ㄇㄢˋ-妙-ㄇㄧㄠˋ -5.9674
曼-ㄇㄢˋ-島-ㄉㄠˇ -7.4725
曼-ㄇㄢˋ-延-ㄧㄢˊ -7.1715
曼-ㄇㄢˋ-德-ㄉㄜˊ-拉-ㄌㄚ -5.4849
曼-ㄇㄢˋ-徹-ㄔㄜˋ-斯-ㄙ-特-ㄊㄜˋ -5.1948
曼-ㄇㄢˋ-梏-ㄍㄨˋ -7.4725
曼-ㄇㄢˋ-波-ㄅㄛ -5.6801
曼-ㄇㄢˋ-波-ㄆㄛ -5.6801
曼-ㄇㄢˋ-特-ㄊㄜˋ-寧-ㄋㄧㄥˊ -6.4391
曼-ㄇㄢˋ-聯-ㄌㄧㄢˊ-隊-ㄉㄨㄟˋ -6.7401
曼-ㄇㄢˋ-衍-ㄧㄢˇ -7.4725
曼-ㄇㄢˋ-谷-ㄍㄨˇ -5.2320
曼-ㄇㄢˋ-谷-ㄍㄨˇ-人-ㄖㄣˊ -7.0412
曼-ㄇㄢˋ-谷-ㄍㄨˇ-市-ㄕˋ -6.7401
曼-ㄇㄢˋ-陀-ㄊㄨㄛˊ-珠-ㄓㄨ -6.4391
曼-ㄇㄢˋ-陀-ㄊㄨㄛˊ-羅-ㄌㄨㄛˊ -5.7401
曼-ㄇㄢˋ-陀-ㄊㄨㄛˊ-鈴-ㄌㄧㄥˊ -7.0412
曼-ㄇㄢˋ-非-ㄈㄟ-斯-ㄙ-灰-ㄏㄨㄟ-熊-ㄒㄩㄥˊ -6.1784
曼-ㄇㄢˋ-非-ㄈㄟ-斯-ㄙ-灰-ㄏㄨㄟ-熊-ㄒㄩㄥˊ-隊-ㄉㄨㄟˋ -5.7471
曼-ㄇㄢˋ-麗-ㄌㄧˋ -5.6944
曾-ㄗㄥ-仲-ㄓㄨㄥˋ-銘-ㄇㄧㄥˊ -6.7401
曾-ㄗㄥ-參-ㄕㄣ-殺-ㄕㄚ-人-ㄖㄣˊ -6.6098
曾-ㄗㄥ-國-ㄍㄨㄛˊ-藩-ㄈㄢˊ -5.6987
曾-ㄗㄥ-增-ㄗㄥ-球-ㄑㄧㄡˊ -5.6262
曾-ㄗㄥ-子-ㄗ˙ -5.6663
曾-ㄗㄥ-孫-ㄙㄨㄣ -5.8098
曾-ㄗㄥ-孫-ㄙㄨㄣ-女-ㄋㄩˇ -6.7401
曾-ㄗㄥ-寶-ㄅㄠˇ-儀-ㄧˊ -6.7401
曾-ㄗㄥ-志-ㄓˋ-偉-ㄨㄟˇ -6.1381
曾-ㄗㄥ-志-ㄓˋ-朗-ㄌㄤˇ -4.7579
曾-ㄗㄥ-愷-ㄎㄞˇ-玹-ㄒㄩㄢˊ -5.7859
曾-ㄗㄥ-慶-ㄑㄧㄥˋ-瑜-ㄩˊ -5.5640
曾-ㄗㄥ-振-ㄓㄣˋ-農-ㄋㄨㄥˊ -5.5640
曾-ㄗㄥ-文-ㄨㄣˊ -5.0746
曾-ㄗㄥ-文-ㄨㄣˊ-正-ㄓㄥ-公-ㄍㄨㄥ -6.6098
曾-ㄗㄥ-文-ㄨㄣˊ-水-ㄕㄨㄟˇ-庫-ㄎㄨˋ -5.0077
曾-ㄗㄥ-文-ㄨㄣˊ-溪-ㄒㄧ -5.3784
曾-ㄗㄥ-文-ㄨㄣˊ-溪-ㄒㄧ-口-ㄎㄡˇ -5.8317
曾-ㄗㄥ-晴-ㄑㄧㄥˊ-賢-ㄒㄧㄢˊ -5.8950
曾-ㄗㄥ-智-ㄓˋ-偵-ㄓㄣ -5.9620
曾-ㄗㄥ-母-ㄇㄨˇ-暗-ㄢˋ-沙-ㄕㄚ -6.6098
曾-ㄗㄥ-祖-ㄗㄨˇ -5.8927
曾-ㄗㄥ-祖-ㄗㄨˇ-母-ㄇㄨˇ -6.1381
曾-ㄗㄥ-祖-ㄗㄨˇ-父-ㄈㄨˋ -5.6987
曾-ㄗㄥ-祖-ㄗㄨˇ-父-ㄈㄨˋ-母-ㄇㄨˇ -6.3088
曾-ㄗㄥ-紀-ㄐㄧˋ-恩-ㄣ -5.6610
曾-ㄗㄥ-貴-ㄍㄨㄟˋ-章-ㄓㄤ -6.1381
曾-ㄗㄥ-雅-ㄧㄚˇ-妮-ㄋㄧˊ -6.7401
曾-ㄘㄥˊ-在-ㄗㄞˋ -5.0576
曾-ㄘㄥˊ-幾-ㄐㄧˇ-何-ㄏㄜˊ-時-ㄕˊ -5.1948
曾-ㄘㄥˊ-有-ㄧㄡˇ -5.3327
曾-ㄘㄥˊ-經-ㄐㄧㄥ -3.8405
曾-ㄘㄥˊ-經-ㄐㄧㄥ-來-ㄌㄞˊ -6.1381
曾-ㄘㄥˊ-經-ㄐㄧㄥ-到-ㄉㄠˋ -6.0412
曾-ㄘㄥˊ-經-ㄐㄧㄥ-去-ㄑㄩˋ -5.8370
曾-ㄘㄥˊ-經-ㄐㄧㄥ-在-ㄗㄞˋ -4.6909
曾-ㄘㄥˊ-經-ㄐㄧㄥ-是-ㄕˋ -4.7624
曾-ㄘㄥˊ-經-ㄐㄧㄥ-有-ㄧㄡˇ -4.7445
曾-ㄘㄥˊ-經-ㄐㄧㄥ-滄-ㄘㄤ-海-ㄏㄞˇ-難-ㄋㄢˊ-為-ㄨㄟˊ-水-ㄕㄨㄟˇ -5.3157
替-ㄊㄧˋ-人-ㄖㄣˊ -6.1715
替-ㄊㄧˋ-代-ㄉㄞˋ -4.5202
替-ㄊㄧˋ-代-ㄉㄞˋ-品-ㄆㄧㄣˇ -5.0774
替-ㄊㄧˋ-代-ㄉㄞˋ-役-ㄧˋ -4.8709
替-ㄊㄧˋ-天-ㄊㄧㄢ-行-ㄒㄧㄥˊ-道-ㄉㄠˋ -6.0077
替-ㄊㄧˋ-工-ㄍㄨㄥ -7.4725
替-ㄊㄧˋ-手-ㄕㄡˇ -7.1715
替-ㄊㄧˋ-換-ㄏㄨㄢˋ -5.5380
替-ㄊㄧˋ-換-ㄏㄨㄢˋ-品-ㄆㄧㄣˇ -7.0412
替-ㄊㄧˋ-死-ㄙˇ -6.8705
替-ㄊㄧˋ-死-ㄙˇ-鬼-ㄍㄨㄟˇ -6.4391
替-ㄊㄧˋ-用-ㄩㄥˋ -7.4725
替-ㄊㄧˋ-用-ㄩㄥˋ-品-ㄆㄧㄣˇ -7.0412
替-ㄊㄧˋ-罪-ㄗㄨㄟˋ -6.4725
替-ㄊㄧˋ-罪-ㄗㄨㄟˋ-羔-ㄍㄠ-羊-ㄧㄤˊ -6.3088
替-ㄊㄧˋ-補-ㄅㄨˇ -5.6663
替-ㄊㄧˋ-身-ㄕㄣ -6.0254
替-ㄊㄧˋ-過-ㄍㄨㄛˋ -6.6944
替-ㄊㄧˋ-針-ㄓㄣ-筆-ㄅㄧˇ -7.0412
最-ㄗㄨㄟˋ-不-ㄅㄨˊ -5.1146
最-ㄗㄨㄟˋ-不-ㄅㄨˋ -5.1146
最-ㄗㄨㄟˋ-主-ㄓㄨˇ-要-ㄧㄠˋ -4.4159
最-ㄗㄨㄟˋ-低-ㄉㄧ -4.6829
最-ㄗㄨㄟˋ-低-ㄉㄧ-價-ㄐㄧㄚˋ -5.3599
最-ㄗㄨㄟˋ-佳-ㄐㄧㄚ -4.2129
最-ㄗㄨㄟˋ-佳-ㄐㄧㄚ-化-ㄏㄨㄚˋ -5.0499
最-ㄗㄨㄟˋ-佳-ㄐㄧㄚ-女-ㄋㄩˇ-配-ㄆㄟˋ-角-ㄐㄧㄠˇ-獎-ㄐㄧㄤˇ -4.9689
最-ㄗㄨㄟˋ-佳-ㄐㄧㄚ-選-ㄒㄩㄢˇ-擇-ㄗㄜˊ -5.4057
最-ㄗㄨㄟˋ-先-ㄒㄧㄢ -5.2850
最-ㄗㄨㄟˋ-初-ㄔㄨ -4.7417
最-ㄗㄨㄟˋ-初-ㄔㄨ-的-ㄉㄜ˙ -5.3252
最-ㄗㄨㄟˋ-喜-ㄒㄧˇ-歡-ㄏㄨㄢ -4.6646
最-ㄗㄨㄟˋ-喜-ㄒㄧˇ-歡-ㄏㄨㄢ-的-ㄉㄜ˙ -4.5453
最-ㄗㄨㄟˋ-基-ㄐㄧ-本-ㄅㄣˇ -4.8159
最-ㄗㄨㄟˋ-多-ㄉㄨㄛ -4.2733
最-ㄗㄨㄟˋ-多-ㄉㄨㄛ-的-ㄉㄜ˙ -4.6757
最-ㄗㄨㄟˋ-大-ㄉㄚˋ -4.0201
最-ㄗㄨㄟˋ-大-ㄉㄚˋ-化-ㄏㄨㄚˋ -5.2216
最-ㄗㄨㄟˋ-大-ㄉㄚˋ-的-ㄉㄜ˙ -3.8195
最-ㄗㄨㄟˋ-好-ㄏㄠˇ -4.0851
最-ㄗㄨㄟˋ-好-ㄏㄠˇ-是-ㄕˋ -4.9477
最-ㄗㄨㄟˋ-好-ㄏㄠˇ-的-ㄉㄜ˙ -4.2601
最-ㄗㄨㄟˋ-小-ㄒㄧㄠˇ -5.0643
最-ㄗㄨㄟˋ-少-ㄕㄠˇ -4.9211
最-ㄗㄨㄟˋ-常-ㄔㄤˊ -4.9411
最-ㄗㄨㄟˋ-強-ㄑㄧㄤˊ-的-ㄉㄜ˙ -5.1719
最-ㄗㄨㄟˋ-後-ㄏㄡˋ -3.5171
最-ㄗㄨㄟˋ-後-ㄏㄡˋ-面-ㄇㄧㄢˋ -5.3784
最-ㄗㄨㄟˋ-快-ㄎㄨㄞˋ -4.8117
最-ㄗㄨㄟˋ-愛-ㄞˋ -4.8174
最-ㄗㄨㄟˋ-新-ㄒㄧㄣ -4.4195
最-ㄗㄨㄟˋ-新-ㄒㄧㄣ-消-ㄒㄧㄠ-息-ㄒㄧˊ -4.9663
最-ㄗㄨㄟˋ-新-ㄒㄧㄣ-的-ㄉㄜ˙ -4.5148
最-ㄗㄨㄟˋ-早-ㄗㄠˇ -4.6987
最-ㄗㄨㄟˋ-早-ㄗㄠˇ-的-ㄉㄜ˙ -5.0241
最-ㄗㄨㄟˋ-有-ㄧㄡˇ -4.7895
最-ㄗㄨㄟˋ-為-ㄨㄟˊ -4.7753
最-ㄗㄨㄟˋ-簡-ㄐㄧㄢˇ-單-ㄉㄢ -4.8480
最-ㄗㄨㄟˋ-終-ㄓㄨㄥ -4.4614
最-ㄗㄨㄟˋ-終-ㄓㄨㄥ-目-ㄇㄨˋ-的-ㄉㄧˋ -5.3545
最-ㄗㄨㄟˋ-美-ㄇㄟˇ -5.3862
最-ㄗㄨㄟˋ-近-ㄐㄧㄣˋ -3.6011
最-ㄗㄨㄟˋ-近-ㄐㄧㄣˋ-幾-ㄐㄧˇ-個-ㄍㄜ˙-月-ㄩㄝˋ -4.7982
最-ㄗㄨㄟˋ-近-ㄐㄧㄣˋ-幾-ㄐㄧˇ-天-ㄊㄧㄢ -5.0783
最-ㄗㄨㄟˋ-近-ㄐㄧㄣˋ-幾-ㄐㄧˇ-年-ㄋㄧㄢˊ -4.4892
最-ㄗㄨㄟˋ-近-ㄐㄧㄣˋ-的-ㄉㄜ˙ -4.6610
最-ㄗㄨㄟˋ-適-ㄕˋ-合-ㄏㄜˊ -5.0241
最-ㄗㄨㄟˋ-重-ㄓㄨㄥˋ -4.3674
最-ㄗㄨㄟˋ-重-ㄓㄨㄥˋ-要-ㄧㄠˋ -3.9745
最-ㄗㄨㄟˋ-長-ㄓㄤˇ -5.4233
最-ㄗㄨㄟˋ-難-ㄋㄢˊ -5.3520
最-ㄗㄨㄟˋ-需-ㄒㄩ-要-ㄧㄠˋ -5.0680
最-ㄗㄨㄟˋ-高-ㄍㄠ -4.2395
最-ㄗㄨㄟˋ-高-ㄍㄠ-峰-ㄈㄥ -5.3599
最-ㄗㄨㄟˋ-高-ㄍㄠ-法-ㄈㄚˇ-院-ㄩㄢˋ -4.4057
最-ㄗㄨㄟˋ-高-ㄍㄠ-潮-ㄔㄠˊ -5.3599
最-ㄗㄨㄟˋ-高-ㄍㄠ-的-ㄉㄜ˙ -4.5669
最-ㄗㄨㄟˋ-高-ㄍㄠ-行-ㄒㄧㄥˊ-政-ㄓㄥˋ-法-ㄈㄚˇ-院-ㄩㄢˋ -4.5430
最-ㄗㄨㄟˋ-高-ㄍㄠ-點-ㄉㄧㄢˇ -5.1381
會-ㄎㄨㄞˋ-計-ㄐㄧˋ -4.6362
會-ㄎㄨㄞˋ-計-ㄐㄧˋ-制-ㄓˋ-度-ㄉㄨˋ -6.0077
會-ㄎㄨㄞˋ-計-ㄐㄧˋ-室-ㄕˋ -5.5360
會-ㄎㄨㄞˋ-計-ㄐㄧˋ-師-ㄕ -4.8593
會-ㄎㄨㄞˋ-計-ㄐㄧˋ-師-ㄕ-事-ㄕˋ-務-ㄨˋ-所-ㄙㄨㄛˇ -5.4460
會-ㄎㄨㄞˋ-計-ㄐㄧˋ-年-ㄋㄧㄢˊ-度-ㄉㄨˋ -5.1047
會-ㄎㄨㄞˋ-計-ㄐㄧˋ-簿-ㄅㄨˋ -7.0412
會-ㄎㄨㄞˋ-計-ㄐㄧˋ-系-ㄒㄧˋ -5.8950
會-ㄎㄨㄞˋ-計-ㄐㄧˋ-部-ㄅㄨˋ -6.4391
會-ㄏㄨㄟ-看-ㄎㄢˋ -4.7616
會-ㄏㄨㄟˋ-上-ㄕㄤˋ-來-ㄌㄞˊ -5.8950
會-ㄏㄨㄟˋ-不-ㄅㄨˊ-會-ㄏㄨㄟˋ -3.7436
會-ㄏㄨㄟˋ-兒-ㄦˊ -4.6801
會-ㄏㄨㄟˋ-出-ㄔㄨ -4.3977
會-ㄏㄨㄟˋ-出-ㄔㄨ-來-ㄌㄞˊ -5.1067
會-ㄏㄨㄟˋ-務-ㄨˋ -5.5183
會-ㄏㄨㄟˋ-去-ㄑㄩˋ -4.5261
會-ㄏㄨㄟˋ-友-ㄧㄡˇ -5.8493
會-ㄏㄨㄟˋ-合-ㄏㄜˊ -5.1587
會-ㄏㄨㄟˋ-同-ㄊㄨㄥˊ -4.8271
會-ㄏㄨㄟˋ-員-ㄩㄢˊ -4.2988
會-ㄏㄨㄟˋ-員-ㄩㄢˊ-制-ㄓˋ -5.6987
會-ㄏㄨㄟˋ-員-ㄩㄢˊ-卡-ㄎㄚˇ -5.6610
會-ㄏㄨㄟˋ-員-ㄩㄢˊ-國-ㄍㄨㄛˊ -4.7624
會-ㄏㄨㄟˋ-員-ㄩㄢˊ-大-ㄉㄚˋ-會-ㄏㄨㄟˋ -5.1047
會-ㄏㄨㄟˋ-員-ㄩㄢˊ-證-ㄓㄥˋ -5.7401
會-ㄏㄨㄟˋ-商-ㄕㄤ -5.5380
會-ㄏㄨㄟˋ-在-ㄗㄞˋ -4.2280
會-ㄏㄨㄟˋ-堂-ㄊㄤˊ -5.7243
會-ㄏㄨㄟˋ-報-ㄅㄠˋ -5.0476
會-ㄏㄨㄟˋ-場-ㄔㄤˇ -4.6337
會-ㄏㄨㄟˋ-客-ㄎㄜˋ -5.9162
會-ㄏㄨㄟˋ-審-ㄕㄣˇ -5.2270
會-ㄏㄨㄟˋ-師-ㄕ -5.7401
會-ㄏㄨㄟˋ-心-ㄒㄧㄣ -5.5087
會-ㄏㄨㄟˋ-心-ㄒㄧㄣ-一-ㄧˊ-笑-ㄒㄧㄠˋ -5.1948
會-ㄏㄨㄟˋ-心-ㄒㄧㄣ-微-ㄨㄟˊ-笑-ㄒㄧㄠˋ -5.7067
會-ㄏㄨㄟˋ-意-ㄧˋ -5.4725
會-ㄏㄨㄟˋ-所-ㄙㄨㄛˇ -4.9728
會-ㄏㄨㄟˋ-是-ㄕˋ -4.3905
會-ㄏㄨㄟˋ-是-ㄕˋ-在-ㄗㄞˋ -5.5360
會-ㄏㄨㄟˋ-晤-ㄨˋ -5.4903
會-ㄏㄨㄟˋ-有-ㄧㄡˇ -3.7552
會-ㄏㄨㄟˋ-期-ㄑㄧˊ -4.5640
會-ㄏㄨㄟˋ-發-ㄈㄚ -4.4264
會-ㄏㄨㄟˋ-的-ㄉㄜ˙ -3.9086
會-ㄏㄨㄟˋ-社-ㄕㄜˋ -5.5280
會-ㄏㄨㄟˋ-考-ㄎㄠˇ -5.1587
會-ㄏㄨㄟˋ-要-ㄧㄠˋ -4.9674
會-ㄏㄨㄟˋ-見-ㄐㄧㄢˋ -5.4391
會-ㄏㄨㄟˋ-規-ㄍㄨㄟ -5.6944
會-ㄏㄨㄟˋ-診-ㄓㄣˇ -5.6152
會-ㄏㄨㄟˋ-試-ㄕˋ -5.7091
會-ㄏㄨㄟˋ-話-ㄏㄨㄚˋ -5.6801
會-ㄏㄨㄟˋ-談-ㄊㄢˊ -4.7532
會-ㄏㄨㄟˋ-議-ㄧˋ -3.6872
會-ㄏㄨㄟˋ-議-ㄧˋ-室-ㄕˋ -4.7315
會-ㄏㄨㄟˋ-議-ㄧˋ-廳-ㄊㄧㄥ -5.1719
會-ㄏㄨㄟˋ-議-ㄧˋ-桌-ㄓㄨㄛ -5.8370
會-ㄏㄨㄟˋ-議-ㄧˋ-記-ㄐㄧˋ-錄-ㄌㄨˋ -5.2674
會-ㄏㄨㄟˋ-費-ㄈㄟˋ -5.6400
會-ㄏㄨㄟˋ-通-ㄊㄨㄥ -5.1262
會-ㄏㄨㄟˋ-進-ㄐㄧㄣˋ-來-ㄌㄞˊ -5.7859
會-ㄏㄨㄟˋ-過-ㄍㄨㄛˋ-來-ㄌㄞˊ -5.8950
會-ㄏㄨㄟˋ-過-ㄍㄨㄛˋ-去-ㄑㄩˋ -5.6610
會-ㄏㄨㄟˋ-錯-ㄘㄨㄛˋ-意-ㄧˋ -5.8950
會-ㄏㄨㄟˋ-長-ㄓㄤˇ -4.5290
會-ㄏㄨㄟˋ-面-ㄇㄧㄢˋ -4.8905
會-ㄏㄨㄟˋ-館-ㄍㄨㄢˇ -5.4472
會-ㄏㄨㄟˋ-首-ㄕㄡˇ -5.7913
月-ㄩㄝˋ-下-ㄒㄧㄚˋ -5.2077
月-ㄩㄝˋ-下-ㄒㄧㄚˋ-老-ㄌㄠˇ-人-ㄖㄣˊ -5.2674
月-ㄩㄝˋ-世-ㄕˋ-界-ㄐㄧㄝˋ -5.7859
月-ㄩㄝˋ-中-ㄓㄨㄥ -4.9211
月-ㄩㄝˋ-亮-ㄌㄧㄤˋ -4.7515
月-ㄩㄝˋ-亮-ㄌㄧㄤˋ-蝦-ㄒㄧㄚ-餅-ㄅㄧㄥˇ -5.8317
月-ㄩㄝˋ-份-ㄈㄣˋ -4.3058
月-ㄩㄝˋ-俸-ㄈㄥˋ -6.3933
月-ㄩㄝˋ-偏-ㄆㄧㄢ-蝕-ㄕˊ -6.1381
月-ㄩㄝˋ-光-ㄍㄨㄤ -5.0348
月-ㄩㄝˋ-光-ㄍㄨㄤ-山-ㄕㄢ -6.1381
月-ㄩㄝˋ-兒-ㄦ -6.1715
月-ㄩㄝˋ-兒-ㄦˊ -6.1715
月-ㄩㄝˋ-入-ㄖㄨˋ -6.1715
月-ㄩㄝˋ-全-ㄑㄩㄢˊ-蝕-ㄕˊ -6.2630
月-ㄩㄝˋ-出-ㄔㄨ -5.5380
月-ㄩㄝˋ-分-ㄈㄣˋ -5.4639
月-ㄩㄝˋ-刊-ㄎㄢ -5.0816
月-ㄩㄝˋ-初-ㄔㄨ -4.8640
月-ㄩㄝˋ-台-ㄊㄞˊ -5.4233
月-ㄩㄝˋ-圓-ㄩㄢˊ -6.0923
月-ㄩㄝˋ-報-ㄅㄠˋ -5.9954
月-ㄩㄝˋ-夜-ㄧㄝˋ -5.7913
月-ㄩㄝˋ-子-ㄗ˙ -5.8098
月-ㄩㄝˋ-宮-ㄍㄨㄥ -6.3264
月-ㄩㄝˋ-工-ㄍㄨㄥ -6.5694
月-ㄩㄝˋ-底-ㄉㄧˇ -4.4769
月-ㄩㄝˋ-底-ㄉㄧˇ-止-ㄓˇ -5.2350
月-ㄩㄝˋ-形-ㄒㄧㄥˊ -6.4725
月-ㄩㄝˋ-明-ㄇㄧㄥˊ -6.2173
月-ㄩㄝˋ-明-ㄇㄧㄥˊ-星-ㄒㄧㄥ-稀-ㄒㄧ -6.3088
月-ㄩㄝˋ-是-ㄕˋ-故-ㄍㄨˋ-鄉-ㄒㄧㄤ-明-ㄇㄧㄥˊ -6.1784
月-ㄩㄝˋ-曆-ㄌㄧˋ -5.6663
月-ㄩㄝˋ-有-ㄧㄡˇ-陰-ㄧㄣ-晴-ㄑㄧㄥˊ-圓-ㄩㄢˊ-缺-ㄑㄩㄝ -5.7471
月-ㄩㄝˋ-末-ㄇㄛˋ -6.5694
月-ㄩㄝˋ-氏-ㄕˋ -6.3264
月-ㄩㄝˋ-滿-ㄇㄢˇ-則-ㄗㄜˊ-虧-ㄎㄨㄟ -6.6098
月-ㄩㄝˋ-牙-ㄧㄚˊ -5.7565
月-ㄩㄝˋ-球-ㄑㄧㄡˊ -5.1803
月-ㄩㄝˋ-球-ㄑㄧㄡˊ-上-ㄕㄤˋ -6.2630
月-ㄩㄝˋ-球-ㄑㄧㄡˊ-漫-ㄇㄢˋ-步-ㄅㄨˋ -6.3088
月-ㄩㄝˋ-琴-ㄑㄧㄣˊ -6.0254
月-ㄩㄝˋ-白-ㄅㄞˊ-風-ㄈㄥ-清-ㄑㄧㄥ -6.3088
月-ㄩㄝˋ-眉-ㄇㄟˊ -5.7243
月-ㄩㄝˋ-神-ㄕㄣˊ -6.1715
月-ㄩㄝˋ-租-ㄗㄨ-費-ㄈㄟˋ -5.4614
月-ㄩㄝˋ-給-ㄍㄟˇ -6.1301
月-ㄩㄝˋ-給-ㄐㄧˇ -6.1301
月-ㄩㄝˋ-經-ㄐㄧㄥ -5.2907
月-ㄩㄝˋ-經-ㄐㄧㄥ-來-ㄌㄞˊ-潮-ㄔㄠˊ -5.7067
月-ㄩㄝˋ-老-ㄌㄠˇ -6.2173
月-ㄩㄝˋ-考-ㄎㄠˇ -5.6033
月-ㄩㄝˋ-色-ㄙㄜˋ -5.6400
月-ㄩㄝˋ-華-ㄏㄨㄚˊ -5.7243
月-ㄩㄝˋ-薪-ㄒㄧㄣ -5.2794
月-ㄩㄝˋ-蝕-ㄕˊ -5.9162
月-ㄩㄝˋ-閉-ㄅㄧˋ-花-ㄏㄨㄚ-羞-ㄒㄧㄡ -6.6098
月-ㄩㄝˋ-食-ㄕˊ -6.4725
月-ㄩㄝˋ-餅-ㄅㄧㄥˇ -5.2270
月-ㄩㄝˋ-黑-ㄏㄟ-風-ㄈㄥ-高-ㄍㄠ -5.6098
有-ㄧㄡˇ-一-ㄧ-些-ㄒㄧㄝ -3.7835
有-ㄧㄡˇ-一-ㄧ-搭-ㄉㄚ-沒-ㄇㄟˊ-一-ㄧ-搭-ㄉㄚ -4.6679
有-ㄧㄡˇ-一-ㄧˋ-些-ㄒㄧㄝ -3.7835
有-ㄧㄡˇ-了-ㄌㄜ˙ -4.2856
有-ㄧㄡˇ-事-ㄕˋ -4.5988
有-ㄧㄡˇ-些-ㄒㄧㄝ -3.9398
有-ㄧㄡˇ-些-ㄒㄧㄝ-人-ㄖㄣˊ -4.4263
有-ㄧㄡˇ-人-ㄖㄣˊ -3.7136
有-ㄧㄡˇ-人-ㄖㄣˊ-在-ㄗㄞˋ -4.4730
有-ㄧㄡˇ-人-ㄖㄣˊ-說-ㄕㄨㄛ -4.5940
有-ㄧㄡˇ-個-ㄍㄜ˙ -4.2436
有-ㄧㄡˇ-其-ㄑㄧˊ -4.4976
有-ㄧㄡˇ-利-ㄌㄧˋ -4.4708
有-ㄧㄡˇ-利-ㄌㄧˋ-於-ㄩˊ -4.6909
有-ㄧㄡˇ-助-ㄓㄨˋ -4.4994
有-ㄧㄡˇ-助-ㄓㄨˋ-於-ㄩˊ -4.1826
有-ㄧㄡˇ-史-ㄕˇ-以-ㄧˇ-來-ㄌㄞˊ -4.3265
有-ㄧㄡˇ-名-ㄇㄧㄥˊ -4.5411
有-ㄧㄡˇ-如-ㄖㄨˊ -4.6287
有-ㄧㄡˇ-幫-ㄅㄤ-助-ㄓㄨˋ -4.5818
有-ㄧㄡˇ-很-ㄏㄣˇ-大-ㄉㄚˋ-的-ㄉㄜ˙-幫-ㄅㄤ-助-ㄓㄨˋ -4.0843
有-ㄧㄡˇ-心-ㄒㄧㄣ -4.6021
有-ㄧㄡˇ-意-ㄧˋ -4.1491
有-ㄧㄡˇ-意-ㄧˋ-思-ㄙ -4.5021
